76.0 -5.0 0.0 0
76.5 -5.0 0.0 0
77.0 -5.0 0.0 0
77.5 -5.0 0.0 0
78.0 -5.0 0.0 0
78.5 -5.0 0.0 0
79.0 -5.0 0.0 0
79.5 -5.0 0.0 0
80.0 -5.0 0.0 0
80.5 -5.0 0.0 0
81.0 -5.0 0.0 0
81.5 -5.0 0.0 0
82.0 -5.0 0.0 0
82.5 -5.0 0.0 0
83.0 -5.0 0.0 0
83.5 -5.0 0.0 0
84.0 -5.0 0.0 0
84.5 -5.0 0.0 0
85.0 -5.0 0.0 0
85.5 -5.0 0.0 0
86.0 -5.0 0.0 0
86.5 -5.0 0.0 0
87.0 -5.0 0.0 0
87.5 -5.0 0.0 0
88.0 -5.0 0.0 0
88.5 -5.0 0.0 0
89.0 -5.0 0.0 0
89.5 -5.0 0.0 0
90.0 -5.0 0.0 0
90.5 -5.0 0.0 0
91.0 -5.0 0.0 0
91.5 -5.0 0.0 0
92.0 -5.0 0.0 0
92.5 -5.0 0.0 0
93.0 -5.0 0.0 0
93.5 -5.0 0.0 0
94.0 -5.0 0.0 0
94.5 -5.0 0.0 0
95.0 -5.0 0.0 0
95.5 -5.0 0.0 0
96.0 -5.0 0.0 0
96.5 -5.0 0.0 0
97.0 -5.0 0.0 0
97.5 -5.0 0.0 0
98.0 -5.0 0.0 0
98.5 -5.0 0.0 0
99.0 -5.0 0.0 0
99.5 -5.0 0.0 0
100.0 -5.0 0.0 0
100.5 -5.0 0.0 0
101.0 -5.0 0.0 0
101.5 -5.0 0.0 0
102.0 -5.0 0.0 0
102.5 -5.0 0.0 0
103.0 -5.0 0.0 0
103.5 -5.0 0.0 0
104.0 -5.0 0.0 0
104.5 -5.0 0.0 0
105.0 -5.0 0.0 0
105.5 -5.0 0.0 0
106.0 -5.0 0.0 0
106.5 -5.0 0.0 0
107.0 -5.0 0.0 0
107.5 -5.0 0.0 0
108.0 -5.0 0.0 0
108.5 -5.0 0.0 0
109.0 -5.0 0.0 0
109.5 -5.0 0.0 0
110.0 -5.0 0.0 0
110.5 -5.0 0.0 0
111.0 -5.0 0.0 0
111.5 -5.0 0.0 0
112.0 -5.0 0.0 0
112.5 -5.0 0.0 0
113.0 -5.0 0.0 0
113.5 -5.0 0.0 0
114.0 -5.0 0.0 0
114.5 -5.0 0.0 0
57.5 -12.5 0.0 0
57.5 -13.0 0.0 0
57.5 -13.5 0.0 0
57.5 -14.0 0.0 0
57.5 -14.5 0.0 0
57.5 -15.0 0.0 0
57.5 -15.5 0.0 0
57.5 -16.0 0.0 0
57.5 -16.5 0.0 0
57.5 -17.0 0.0 0
57.5 -17.5 0.0 0
57.5 -18.0 0.0 0
57.5 -18.5 0.0 0
57.5 -19.0 0.0 0
57.5 -19.5 0.0 0
57.5 -20.0 0.0 0
57.5 -20.5 0.0 0
57.5 -21.0 0.0 0
57.5 -21.5 0.0 0
57.5 -22.0 0.0 0
57.5 -22.5 0.0 0
57.5 -23.0 0.0 0
57.5 -23.5 0.0 0
57.5 -24.0 0.0 0
57.5 -24.5 0.0 0
57.5 -25.0 0.0 0
57.5 -25.5 0.0 0
57.5 -26.0 0.0 0
57.5 -26.5 0.0 0
57.5 -27.0 0.0 0
57.5 -27.5 0.0 0
57.5 -28.0 0.0 0
57.5 -28.5 0.0 0
57.5 -29.0 0.0 0
57.5 -29.5 0.0 0
57.5 -30.0 0.0 0
57.5 -30.5 0.0 0
57.5 -31.0 0.0 0
57.5 -31.5 0.0 0
57.5 -32.0 0.0 0
57.5 -32.5 0.0 0
57.5 -33.0 0.0 0
57.5 -33.5 0.0 0
57.5 -34.0 0.0 0
57.5 -34.5 0.0 0
57.5 -35.0 0.0 0
57.5 -35.5 0.0 0
57.5 -36.0 0.0 0
57.5 -36.5 0.0 0
57.5 -37.0 0.0 0
45.0 0.0 0.0 0
45.0 -0.5 0.0 0
45.0 -1.0 0.0 0
45.0 -1.5 0.0 0
45.0 -2.0 0.0 0
45.0 -2.5 0.0 0
45.0 -3.0 0.0 0
45.0 -3.5 0.0 0
45.0 -4.0 0.0 0
45.0 -4.5 0.0 0
45.0 -5.0 0.0 0
45.0 -5.5 0.0 0
45.0 -6.0 0.0 0
45.0 -6.5 0.0 0
45.0 -7.0 0.0 0
45.0 -7.5 0.0 0
45.0 -8.0 0.0 0
45.0 -8.5 0.0 0
45.0 -9.0 0.0 0
45.0 -9.5 0.0 0
50.0 0.0 0.0 0
50.0 -0.5 0.0 0
50.0 -1.0 0.0 0
50.0 -1.5 0.0 0
50.0 -2.0 0.0 0
50.0 -2.5 0.0 0
50.0 -3.0 0.0 0
50.0 -3.5 0.0 0
50.0 -4.0 0.0 0
50.0 -4.5 0.0 0
50.0 -5.0 0.0 0
50.0 -5.5 0.0 0
50.0 -6.0 0.0 0
50.0 -6.5 0.0 0
50.0 -7.0 0.0 0
50.0 -7.5 0.0 0
50.0 -8.0 0.0 0
50.0 -8.5 0.0 0
50.0 -9.0 0.0 0
50.0 -9.5 0.0 0
45.0 -1.0 0.0 0
45.5 -1.0 0.0 0
46.0 -1.0 0.0 0
46.5 -1.0 0.0 0
47.0 -1.0 0.0 0
47.5 -1.0 0.0 0
48.0 -1.0 0.0 0
48.5 -1.0 0.0 0
49.0 -1.0 0.0 0
49.5 -1.0 0.0 0
45.0 -2.0 0.0 0
45.5 -2.0 0.0 0
46.0 -2.0 0.0 0
46.5 -2.0 0.0 0
47.0 -2.0 0.0 0
47.5 -2.0 0.0 0
48.0 -2.0 0.0 0
48.5 -2.0 0.0 0
49.0 -2.0 0.0 0
49.5 -2.0 0.0 0
45.0 -3.0 0.0 0
45.5 -3.0 0.0 0
46.0 -3.0 0.0 0
46.5 -3.0 0.0 0
47.0 -3.0 0.0 0
47.5 -3.0 0.0 0
48.0 -3.0 0.0 0
48.5 -3.0 0.0 0
49.0 -3.0 0.0 0
49.5 -3.0 0.0 0
45.0 -4.0 0.0 0
45.5 -4.0 0.0 0
46.0 -4.0 0.0 0
46.5 -4.0 0.0 0
47.0 -4.0 0.0 0
47.5 -4.0 0.0 0
48.0 -4.0 0.0 0
48.5 -4.0 0.0 0
49.0 -4.0 0.0 0
49.5 -4.0 0.0 0
45.0 -5.0 0.0 0
45.5 -5.0 0.0 0
46.0 -5.0 0.0 0
46.5 -5.0 0.0 0
47.0 -5.0 0.0 0
47.5 -5.0 0.0 0
48.0 -5.0 0.0 0
48.5 -5.0 0.0 0
49.0 -5.0 0.0 0
49.5 -5.0 0.0 0
45.0 -6.0 0.0 0
45.5 -6.0 0.0 0
46.0 -6.0 0.0 0
46.5 -6.0 0.0 0
47.0 -6.0 0.0 0
47.5 -6.0 0.0 0
48.0 -6.0 0.0 0
48.5 -6.0 0.0 0
49.0 -6.0 0.0 0
49.5 -6.0 0.0 0
45.0 -7.0 0.0 0
45.5 -7.0 0.0 0
46.0 -7.0 0.0 0
46.5 -7.0 0.0 0
47.0 -7.0 0.0 0
47.5 -7.0 0.0 0
48.0 -7.0 0.0 0
48.5 -7.0 0.0 0
49.0 -7.0 0.0 0
49.5 -7.0 0.0 0
45.0 -8.0 0.0 0
45.5 -8.0 0.0 0
46.0 -8.0 0.0 0
46.5 -8.0 0.0 0
47.0 -8.0 0.0 0
47.5 -8.0 0.0 0
48.0 -8.0 0.0 0
48.5 -8.0 0.0 0
49.0 -8.0 0.0 0
49.5 -8.0 0.0 0
45.0 -9.0 0.0 0
45.5 -9.0 0.0 0
46.0 -9.0 0.0 0
46.5 -9.0 0.0 0
47.0 -9.0 0.0 0
47.5 -9.0 0.0 0
48.0 -9.0 0.0 0
48.5 -9.0 0.0 0
49.0 -9.0 0.0 0
49.5 -9.0 0.0 0
65.0 0.0 0.0 0
65.0 -0.5 0.0 0
65.0 -1.0 0.0 0
65.0 -1.5 0.0 0
65.0 -2.0 0.0 0
65.0 -2.5 0.0 0
65.0 -3.0 0.0 0
65.0 -3.5 0.0 0
65.0 -4.0 0.0 0
65.0 -4.5 0.0 0
65.0 -5.0 0.0 0
65.0 -5.5 0.0 0
65.0 -6.0 0.0 0
65.0 -6.5 0.0 0
65.0 -7.0 0.0 0
65.0 -7.5 0.0 0
65.0 -8.0 0.0 0
65.0 -8.5 0.0 0
65.0 -9.0 0.0 0
65.0 -9.5 0.0 0
70.0 0.0 0.0 0
70.0 -0.5 0.0 0
70.0 -1.0 0.0 0
70.0 -1.5 0.0 0
70.0 -2.0 0.0 0
70.0 -2.5 0.0 0
70.0 -3.0 0.0 0
70.0 -3.5 0.0 0
70.0 -4.0 0.0 0
70.0 -4.5 0.0 0
70.0 -5.0 0.0 0
70.0 -5.5 0.0 0
70.0 -6.0 0.0 0
70.0 -6.5 0.0 0
70.0 -7.0 0.0 0
70.0 -7.5 0.0 0
70.0 -8.0 0.0 0
70.0 -8.5 0.0 0
70.0 -9.0 0.0 0
70.0 -9.5 0.0 0
65.0 -1.0 0.0 0
65.5 -1.0 0.0 0
66.0 -1.0 0.0 0
66.5 -1.0 0.0 0
67.0 -1.0 0.0 0
67.5 -1.0 0.0 0
68.0 -1.0 0.0 0
68.5 -1.0 0.0 0
69.0 -1.0 0.0 0
69.5 -1.0 0.0 0
65.0 -2.0 0.0 0
65.5 -2.0 0.0 0
66.0 -2.0 0.0 0
66.5 -2.0 0.0 0
67.0 -2.0 0.0 0
67.5 -2.0 0.0 0
68.0 -2.0 0.0 0
68.5 -2.0 0.0 0
69.0 -2.0 0.0 0
69.5 -2.0 0.0 0
65.0 -3.0 0.0 0
65.5 -3.0 0.0 0
66.0 -3.0 0.0 0
66.5 -3.0 0.0 0
67.0 -3.0 0.0 0
67.5 -3.0 0.0 0
68.0 -3.0 0.0 0
68.5 -3.0 0.0 0
69.0 -3.0 0.0 0
69.5 -3.0 0.0 0
65.0 -4.0 0.0 0
65.5 -4.0 0.0 0
66.0 -4.0 0.0 0
66.5 -4.0 0.0 0
67.0 -4.0 0.0 0
67.5 -4.0 0.0 0
68.0 -4.0 0.0 0
68.5 -4.0 0.0 0
69.0 -4.0 0.0 0
69.5 -4.0 0.0 0
65.0 -5.0 0.0 0
65.5 -5.0 0.0 0
66.0 -5.0 0.0 0
66.5 -5.0 0.0 0
67.0 -5.0 0.0 0
67.5 -5.0 0.0 0
68.0 -5.0 0.0 0
68.5 -5.0 0.0 0
69.0 -5.0 0.0 0
69.5 -5.0 0.0 0
65.0 -6.0 0.0 0
65.5 -6.0 0.0 0
66.0 -6.0 0.0 0
66.5 -6.0 0.0 0
67.0 -6.0 0.0 0
67.5 -6.0 0.0 0
68.0 -6.0 0.0 0
68.5 -6.0 0.0 0
69.0 -6.0 0.0 0
69.5 -6.0 0.0 0
65.0 -7.0 0.0 0
65.5 -7.0 0.0 0
66.0 -7.0 0.0 0
66.5 -7.0 0.0 0
67.0 -7.0 0.0 0
67.5 -7.0 0.0 0
68.0 -7.0 0.0 0
68.5 -7.0 0.0 0
69.0 -7.0 0.0 0
69.5 -7.0 0.0 0
65.0 -8.0 0.0 0
65.5 -8.0 0.0 0
66.0 -8.0 0.0 0
66.5 -8.0 0.0 0
67.0 -8.0 0.0 0
67.5 -8.0 0.0 0
68.0 -8.0 0.0 0
68.5 -8.0 0.0 0
69.0 -8.0 0.0 0
69.5 -8.0 0.0 0
65.0 -9.0 0.0 0
65.5 -9.0 0.0 0
66.0 -9.0 0.0 0
66.5 -9.0 0.0 0
67.0 -9.0 0.0 0
67.5 -9.0 0.0 0
68.0 -9.0 0.0 0
68.5 -9.0 0.0 0
69.0 -9.0 0.0 0
69.5 -9.0 0.0 0
52.5 -12.5 0.0 0
53.0 -12.5 0.0 0
53.5 -12.5 0.0 0
54.0 -12.5 0.0 0
54.5 -12.5 0.0 0
55.0 -12.5 0.0 0
55.5 -12.5 0.0 0
56.0 -12.5 0.0 0
56.5 -12.5 0.0 0
57.0 -12.5 0.0 0
57.5 -12.5 0.0 0
58.0 -12.5 0.0 0
58.5 -12.5 0.0 0
59.0 -12.5 0.0 0
59.5 -12.5 0.0 0
60.0 -12.5 0.0 0
60.5 -12.5 0.0 0
61.0 -12.5 0.0 0
61.5 -12.5 0.0 0
62.0 -12.5 0.0 0
52.5 -17.5 0.0 0
53.0 -17.5 0.0 0
53.5 -17.5 0.0 0
54.0 -17.5 0.0 0
54.5 -17.5 0.0 0
55.0 -17.5 0.0 0
55.5 -17.5 0.0 0
56.0 -17.5 0.0 0
56.5 -17.5 0.0 0
57.0 -17.5 0.0 0
57.5 -17.5 0.0 0
58.0 -17.5 0.0 0
58.5 -17.5 0.0 0
59.0 -17.5 0.0 0
59.5 -17.5 0.0 0
60.0 -17.5 0.0 0
60.5 -17.5 0.0 0
61.0 -17.5 0.0 0
61.5 -17.5 0.0 0
62.0 -17.5 0.0 0
53.5 -12.5 0.0 0
53.5 -13.0 0.0 0
53.5 -13.5 0.0 0
53.5 -14.0 0.0 0
53.5 -14.5 0.0 0
53.5 -15.0 0.0 0
53.5 -15.5 0.0 0
53.5 -16.0 0.0 0
53.5 -16.5 0.0 0
53.5 -17.0 0.0 0
54.5 -12.5 0.0 0
54.5 -13.0 0.0 0
54.5 -13.5 0.0 0
54.5 -14.0 0.0 0
54.5 -14.5 0.0 0
54.5 -15.0 0.0 0
54.5 -15.5 0.0 0
54.5 -16.0 0.0 0
54.5 -16.5 0.0 0
54.5 -17.0 0.0 0
55.5 -12.5 0.0 0
55.5 -13.0 0.0 0
55.5 -13.5 0.0 0
55.5 -14.0 0.0 0
55.5 -14.5 0.0 0
55.5 -15.0 0.0 0
55.5 -15.5 0.0 0
55.5 -16.0 0.0 0
55.5 -16.5 0.0 0
55.5 -17.0 0.0 0
56.5 -12.5 0.0 0
56.5 -13.0 0.0 0
56.5 -13.5 0.0 0
56.5 -14.0 0.0 0
56.5 -14.5 0.0 0
56.5 -15.0 0.0 0
56.5 -15.5 0.0 0
56.5 -16.0 0.0 0
56.5 -16.5 0.0 0
56.5 -17.0 0.0 0
57.5 -12.5 0.0 0
57.5 -13.0 0.0 0
57.5 -13.5 0.0 0
57.5 -14.0 0.0 0
57.5 -14.5 0.0 0
57.5 -15.0 0.0 0
57.5 -15.5 0.0 0
57.5 -16.0 0.0 0
57.5 -16.5 0.0 0
57.5 -17.0 0.0 0
58.5 -12.5 0.0 0
58.5 -13.0 0.0 0
58.5 -13.5 0.0 0
58.5 -14.0 0.0 0
58.5 -14.5 0.0 0
58.5 -15.0 0.0 0
58.5 -15.5 0.0 0
58.5 -16.0 0.0 0
58.5 -16.5 0.0 0
58.5 -17.0 0.0 0
59.5 -12.5 0.0 0
59.5 -13.0 0.0 0
59.5 -13.5 0.0 0
59.5 -14.0 0.0 0
59.5 -14.5 0.0 0
59.5 -15.0 0.0 0
59.5 -15.5 0.0 0
59.5 -16.0 0.0 0
59.5 -16.5 0.0 0
59.5 -17.0 0.0 0
60.5 -12.5 0.0 0
60.5 -13.0 0.0 0
60.5 -13.5 0.0 0
60.5 -14.0 0.0 0
60.5 -14.5 0.0 0
60.5 -15.0 0.0 0
60.5 -15.5 0.0 0
60.5 -16.0 0.0 0
60.5 -16.5 0.0 0
60.5 -17.0 0.0 0
61.5 -12.5 0.0 0
61.5 -13.0 0.0 0
61.5 -13.5 0.0 0
61.5 -14.0 0.0 0
61.5 -14.5 0.0 0
61.5 -15.0 0.0 0
61.5 -15.5 0.0 0
61.5 -16.0 0.0 0
61.5 -16.5 0.0 0
61.5 -17.0 0.0 0
